"entrez","genes","chr","start","end","strand"
"11482","Acvrl1","chr15",100956968,100958967,"+"
"11484","Aspa","chr11",73138137,73140136,"-"
"11486","Ada","chr2",163575914,163577913,"-"
"114863","Prosc","chr8",28151027,28153026,"+"
"114868","Psg25","chr7",19117577,19119576,"-"
"11487","Adam10","chr9",70524808,70526807,"+"
"114871","Psg28","chr7",19017405,19019404,"-"
"114872","Psg29","chr7",17786826,17788825,"+"
"114873","Dscaml1","chr9",45232711,45234710,"+"
"114874","Ddhd1","chr14",46240516,46242515,"-"
"114875","Plcz1","chr6",139988298,139990297,"-"
"11488","Adam11","chr11",102620753,102622752,"+"
"114886","Cygb","chr11",116515628,116517627,"-"
"114889","Vsx1","chr2",150514874,150516873,"-"
"11489","Adam12","chr7",141152949,141154948,"-"
"114893","Dcun1d1","chr3",35828997,35830996,"-"
"114896","Afg3l1","chr8",125999762,126001761,"+"
"11490","Adam15","chr3",89145998,89147997,"-"
"11491","Adam17","chr12",21379453,21381452,"-"
"11492","Adam19","chr11",45867489,45869488,"+"
"11495","Adam2","chr14",66696571,66698570,"-"
"11496","Adam22","chr5",8116660,8118659,"-"
"11497","Adam3","chr8",25836298,25838297,"-"
"11498","Adam4","chr12",82522866,82524865,"-"
"11499","Adam5","chr8",25926002,25928001,"-"
"11500","Adam7","chr14",69128029,69130028,"-"
"11501","Adam8","chr7",147178388,147180387,"-"
"11502","Adam9","chr8",26127395,26129394,"-"
"11504","Adamts1","chr16",85803361,85805360,"-"
"11512","Adcy6","chr15",98427442,98429441,"-"
"11513","Adcy7","chr8",90794302,90796301,"+"
"11514","Adcy8","chr15",64753859,64755858,"-"
"11515","Adcy9","chr16",4419589,4421588,"-"
"11516","Adcyap1","chr17",93596361,93598360,"+"
"11517","Adcyap1r1","chr6",55399974,55401973,"+"
"11518","Add1","chr5",34914363,34916362,"+"
"11519","Add2","chr6",85976722,85978721,"+"
"11520","Plin2","chr4",86315964,86317963,"-"
"11522","Adh1","chr3",137938609,137940608,"+"
"11529","Adh7","chr3",137878737,137880736,"+"
"11532","Adh5","chr3",138104128,138106127,"+"
"11534","Adk","chr14",21869855,21871854,"+"
"11535","Adm","chr7",117769183,117771182,"+"
"11536","Gpr182","chr10",127188855,127190854,"-"
"11537","Cfd","chr10",79351598,79353597,"+"
"11538","Adnp","chr2",168032563,168034562,"-"
"11539","Adora1","chr1",136132005,136134004,"-"
"11540","Adora2a","chr10",74777688,74779687,"+"
"11541","Adora2b","chr11",62060486,62062485,"+"
"11542","Adora3","chr3",105671776,105673775,"+"
"11544","Adprh","chr16",38452770,38454769,"-"
"11545","Parp1","chr1",182497106,182499105,"+"
"11546","Parp2","chr14",51425621,51427620,"+"
"11548","Adra1b","chr11",43649835,43651834,"-"
"11549","Adra1a","chr14",67252095,67254094,"+"
"11550","Adra1d","chr2",131388022,131390021,"-"
"11551","Adra2a","chr19",54117672,54119671,"+"
"11552","Adra2b","chr2",127187022,127189021,"+"
"11553","Adra2c","chr5",35619215,35621214,"+"
"11554","Adrb1","chr19",56794862,56796861,"+"
"11555","Adrb2","chr18",62339614,62341613,"-"
"11556","Adrb3","chr8",28340061,28342060,"-"
"11564","Adsl","chr15",80776949,80778948,"+"
"11565","Adssl1","chr12",113856258,113858257,"+"
"11566","Adss","chr1",179697990,179699989,"-"
"11567","Avil","chr10",126435765,126437764,"+"
"11568","Aebp1","chr11",5759869,5761868,"+"
"11569","Aebp2","chr6",140569184,140571183,"+"
"11571","Crisp1","chr17",40456157,40458156,"-"
"11572","Crisp3","chr17",40379208,40381207,"-"
"11576","Afp","chr5",90917740,90919739,"+"
"11593","Aga","chr8",54595080,54597079,"+"
"11595","Acan","chr7",86196369,86198368,"+"
"11596","Ager","chr17",34732807,34734806,"+"
"11600","Angpt1","chr15",42508342,42510341,"-"
"11601","Angpt2","chr8",18741552,18743551,"-"
"11602","Angpt4","chr2",151735068,151737067,"+"
"11603","Agrn","chr4",155543187,155545186,"-"
"11604","Agrp","chr8",108092199,108094198,"-"
"11605","Gla","chrX",131135545,131137544,"-"
"11606","Agt","chr8",127093608,127095607,"-"
"11607","Agtr1a","chr13",30426225,30428224,"+"
"11608","Agtr1b","chr3",20266100,20268099,"-"
"11609","Agtr2","chrX",21059752,21061751,"+"
"11610","Agtrap","chr4",147462174,147464173,"-"
"11611","Agxt","chr1",95029853,95031852,"+"
"11614","Nr0b1","chrX",83435114,83437113,"+"
"11622","Ahr","chr12",36219662,36221661,"-"
"11624","Ahrr","chr13",74429758,74431757,"-"
"11625","Ahsg","chr16",22890115,22892114,"+"
"11628","Aicda","chr6",122501827,122503826,"+"
"11629","Aif1","chr17",35309656,35311655,"-"
"11630","Aim1","chr10",43724653,43726652,"-"
"11632","Aip","chr19",4121576,4123575,"-"
"11634","Aire","chr10",77501004,77503003,"-"
"11636","Ak1","chr2",32475278,32477277,"+"
"11637","Ak2","chr4",128668509,128670508,"+"
"11639","Ak4","chr4",101089894,101091893,"+"
"11640","Akap1","chr11",88712818,88714817,"-"
"11641","Akap2","chr4",57752967,57754966,"+"
"11642","Akap3","chr6",126801116,126803115,"+"
"11643","Akap4","chrX",6642645,6644644,"+"
"11647","Alpl","chr4",137352293,137354292,"-"
"11648","Akp3","chr1",89019548,89021547,"+"
"11650","Alppl2","chr1",88986504,88988503,"-"
"11651","Akt1","chr12",113912488,113914487,"-"
"11652","Akt2","chr7",28374579,28376578,"+"
"11655","Alas1","chr9",106150286,106152285,"-"
"11656","Alas2","chrX",146979960,146981959,"+"
"11657","Alb","chr5",90887915,90889914,"+"
"11658","Alcam","chr16",52453111,52455110,"-"
"11666","Abcd1","chrX",70959936,70961935,"+"
"11668","Aldh1a1","chr19",20674472,20676471,"+"
"11669","Aldh2","chr5",122043834,122045833,"-"
"11670","Aldh3a1","chr11",61020244,61022243,"+"
"116701","Fgfrl1","chr5",109121248,109123247,"+"
"11671","Aldh3a2","chr11",61080630,61082629,"-"
"116731","Pcdha1","chr18",37087939,37089938,"+"
"116732","Tsga13","chr6",30865574,30867573,"-"
"116733","Vps4a","chr8",109553226,109555225,"+"
"11674","Aldoa","chr7",133942769,133944768,"-"
"116746","Defb6","chr8",19223478,19225477,"+"
"116748","Lsm10","chr4",125771897,125773896,"+"
"11676","Aldoc","chr11",78134682,78136681,"+"
"11677","Akr1b3","chr6",34267490,34269489,"-"
"116810","Foxn4","chr5",114723771,114725770,"-"
"116811","Zim3","chr7",6929459,6931458,"-"
"11682","Alk","chr17",72953648,72955647,"-"
"116837","Rims1","chr1",22305925,22307924,"-"
"116838","Rims2","chr15",39027878,39029877,"+"
"11684","Alox12","chr11",70068844,70070843,"-"
"116847","Prelp","chr1",135817979,135819978,"-"
"116848","Baz2a","chr10",127526666,127528665,"+"
"116849","Iltifb","chr10",117730278,117732277,"-"
"11685","Alox12e","chr11",70136021,70138020,"-"
"116852","Akr1c20","chr13",4522580,4524579,"-"
"11686","Alox12b","chr11",68968574,68970573,"+"
"11687","Alox15","chr11",70165534,70167533,"-"
"116870","Mta1","chr12",114334489,114336488,"+"
"116871","Mta3","chr17",84103503,84105502,"+"
"116872","Serpinb7","chr1",109317266,109319265,"+"
"116873","Stim2","chr5",54387762,54389761,"+"
"11688","Alox8","chr11",69010888,69012887,"-"
"11689","Alox5","chr6",116362811,116364810,"-"
"116891","Derl2","chr11",70832766,70834765,"-"
"11690","Alox5ap","chr5",150074634,150076633,"+"
"116903","Calcb","chr7",121860157,121862156,"+"
"116904","Alpk3","chr7",88200486,88202485,"+"
"116911","Cts8-ps","chr13",61390212,61392211,"-"
"116913","Tpbpb","chr13",61006209,61008208,"-"
"116914","Slc19a2","chr1",166177186,166179185,"+"
"11692","Gfer","chr17",24833102,24835101,"-"
"116939","Pnpla3","chr15",83996246,83998245,"+"
"11694","Alx3","chr3",107395949,107397948,"+"
"116940","Tgs1","chr4",3500026,3502025,"+"
"11695","Alx4","chr2",93480591,93482590,"+"
"116972","Fam57a","chr11",75991173,75993172,"+"
"11698","Ambn","chr5",88883036,88885035,"+"
"11699","Ambp","chr4",62815177,62817176,"-"
"117004","Olfr73","chr2",87875295,87877294,"-"
"117005","Olfr74","chr2",87814821,87816820,"-"
"11702","Amd1","chr10",40021993,40023992,"-"
"11704","Amelx","chrX",165625142,165627141,"-"
"11705","Amh","chr10",80265993,80267992,"+"
"117066","Cts3","chr13",61671488,61673487,"-"
"117109","Pop5","chr5",115683860,115685859,"+"
"117146","Ube3b","chr5",114828616,114830615,"+"
"117147","Acsm1","chr7",126759342,126761341,"+"
"117148","Necab2","chr8",121968619,121970618,"+"
"117149","Tirap","chr9",35007491,35009490,"-"
"117150","Pip4k2c","chr10",126648679,126650678,"-"
"117158","Scgb3a2","chr18",43921981,43923980,"+"
"117160","Ttyh2","chr11",114534782,114536781,"+"
"117167","Steap4","chr5",7958472,7960471,"+"
"11717","Ampd3","chr7",117909720,117911719,"+"
"117171","1110038F14Rik","chr15",76776939,76778938,"+"
"117172","2310034C09Rik","chr16",88757092,88759091,"+"
"117197","Bloc1s4","chr5",37139919,37141918,"-"
"117198","Ivns1abp","chr1",153189628,153191627,"+"
"11720","Mat1a","chr14",41916670,41918669,"+"
"11722","Amy1","chr3",113277681,113279680,"-"
"117229","Stk33","chr7",116582568,116584567,"-"
"11727","Ang","chr14",51708752,51710751,"+"
"11730","Ang3","chr14",44532734,44534733,"+"
"11731","Ang2","chr14",51815599,51817598,"-"
"11732","Ank","chr15",27394432,27396431,"+"
"11733","Ank1","chr8",24083354,24085353,"+"
"11735","Ank3","chr10",68859521,68861520,"+"
"11736","Ankfy1","chr11",72501504,72503503,"+"
"11737","Anp32a","chr9",62187150,62189149,"+"
"11739","Slc25a4","chr8",47296364,47298363,"-"
"11740","Slc25a5","chrX",34333647,34335646,"+"
"11744","Anxa11","chr14",26659641,26661640,"+"
"11745","Anxa3","chr5",97220404,97222403,"+"
"11746","Anxa4","chr6",86715905,86717904,"-"
"11747","Anxa5","chr3",36374810,36376809,"-"
"11749","Anxa6","chr11",54846974,54848973,"-"
"11750","Anxa7","chr14",21299356,21301355,"-"
"11752","Anxa8","chr14",34897176,34899175,"+"
"11754","Aoc3","chr11",101189920,101191919,"+"
"11757","Prdx3","chr19",60950442,60952441,"-"
"11758","Prdx6","chr1",163181298,163183297,"-"
"117586","A1bg","chr15",60752904,60754903,"-"
"117589","Asb7","chr7",73833807,73835806,"-"
"117590","Asb10","chr5",24046267,24048266,"-"
"117591","Slc2a9","chr5",38871546,38873545,"-"
"117592","B3galt6","chr4",155366788,155368787,"-"
"117599","Helb","chr10",119529083,119531082,"-"
"117600","Srgap1","chr10",121244161,121246160,"-"
"117606","Boc","chr16",44558984,44560983,"-"
"11761","Aox1","chr1",58084813,58086812,"+"
"11764","Ap1b1","chr11",4845524,4847523,"+"
"11765","Ap1g1","chr8",112300540,112302539,"+"
"11766","Ap1g2","chr14",55725105,55727104,"-"
"11767","Ap1m1","chr8",74762031,74764030,"+"
"11768","Ap1m2","chr9",21116778,21118777,"-"
"11769","Ap1s1","chr5",137521931,137523930,"-"
"11770","Fabp4","chr3",10208577,10210576,"-"
"11771","Ap2a1","chr7",52184861,52186860,"-"
"11772","Ap2a2","chr7",148746079,148748078,"+"
"11773","Ap2m1","chr16",20533577,20535576,"+"
"11774","Ap3b1","chr13",95126915,95128914,"+"
"11775","Ap3b2","chr7",88610182,88612181,"-"
"11776","Ap3d1","chr10",80204957,80206956,"-"
"11777","Ap3s1","chr18",46899571,46901570,"+"
"11778","Ap3s2","chr7",87065527,87067526,"-"
"11781","Ap4m1","chr5",138611249,138613248,"+"
"11782","Ap4s1","chr12",52789953,52791952,"+"
"11783","Apaf1","chr10",90545489,90547488,"-"
"11784","Apba2","chr7",71644592,71646591,"+"
"11785","Apbb1","chr7",112729736,112731735,"-"
"11787","Apbb2","chr5",66728905,66730904,"-"
"11789","Apc","chr18",34378638,34380637,"+"
"11790","Speg","chr1",75369872,75371871,"+"
"11792","Apex1","chr14",51542696,51544695,"+"
"11793","Atg5","chr10",43986164,43988163,"+"
"11796","Birc3","chr9",7851548,7853547,"-"
"11797","Birc2","chr9",7835256,7837255,"-"
"11798","Xiap","chrX",39410856,39412855,"+"
"11799","Birc5","chr11",117708551,117710550,"+"
"11800","Api5","chr2",94278305,94280304,"-"
"11801","Cd5l","chr3",87159803,87161802,"+"
"11803","Aplp1","chr7",31230581,31232580,"-"
"11804","Aplp2","chr9",30961231,30963230,"-"
"11806","Apoa1","chr9",46034713,46036712,"+"
"11807","Apoa2","chr1",173153185,173155184,"+"
"11808","Apoa4","chr9",46046927,46048926,"+"
"11810","Apobec1","chr6",122552463,122554462,"-"
"11811","Apobec2","chr17",48572054,48574053,"-"
"11812","Apoc1","chr7",20277946,20279945,"-"
"11813","Apoc2","chr7",20262234,20264233,"-"
"11814","Apoc3","chr9",46043381,46045380,"-"
"11815","Apod","chr16",31314683,31316682,"-"
"11816","Apoe","chr7",20284516,20286515,"-"
"11818","Apoh","chr11",108254611,108256610,"+"
"11819","Nr2f2","chr7",77505480,77507479,"-"
"11820","App","chr16",85173953,85175952,"-"
"11821","Aprt","chr8",125100808,125102807,"-"
"11826","Aqp1","chr6",55284293,55286292,"+"
"11827","Aqp2","chr15",99407487,99409486,"+"
"11828","Aqp3","chr4",41045217,41047216,"-"
"11829","Aqp4","chr18",15558682,15560681,"-"
"11830","Aqp5","chr15",99419459,99421458,"+"
"11831","Aqp6","chr15",99429831,99431830,"+"
"11832","Aqp7","chr4",40992482,40994481,"-"
"11833","Aqp8","chr7",130603808,130605807,"+"
"11834","Aqr","chr2",114001076,114003075,"-"
"11835","Ar","chrX",95343089,95345088,"+"
"11836","Araf","chrX",20372940,20374939,"+"
"11837","Rplp0","chr5",116007476,116009475,"+"
"11838","Arc","chr15",74503001,74505000,"-"
"11839","Areg","chr5",91566641,91568640,"+"
"11840","Arf1","chr11",59041665,59043664,"-"
"11841","Arf2","chr11",103826079,103828078,"+"
"11842","Arf3","chr15",98593550,98595549,"-"
"11843","Arf4","chr14",27455683,27457682,"+"
"11844","Arf5","chr6",28371640,28373639,"+"
"118445","Klf16","chr10",80040042,80042041,"-"
"118446","Gjc3","chr5",138404188,138406187,"-"
"118449","Synpo2","chr3",122939068,122941067,"-"
"11845","Arf6","chr12",70471137,70473136,"+"
"118451","Mrps2","chr2",28321481,28323480,"+"
"118452","Baalc","chr15",38763456,38765455,"+"
"118453","Mmp28","chr11",83276464,83278463,"-"
"118454","Gjc2","chr11",58996329,58998328,"-"
"11846","Arg1","chr10",24647277,24649276,"-"
"11847","Arg2","chr12",80229775,80231774,"+"
"11848","Rhoa","chr9",108206536,108208535,"+"
"11852","Rhob","chr12",8506792,8508791,"-"
"11853","Rhoc","chr3",104589952,104591951,"+"
"11854","Rhod","chr19",4439425,4441424,"-"
"11855","Arhgap5","chr12",53602959,53604958,"+"
"11856","Arhgap6","chrX",165231031,165233030,"+"
"11857","Arhgdib","chr6",136889990,136891989,"-"
"11858","Rnd2","chr11",101324354,101326353,"+"
"11859","Phox2a","chr7",108964827,108966826,"+"
"11861","Arl4a","chr12",40763964,40765963,"-"
"11863","Arnt","chr3",95236312,95238311,"+"
"11864","Arnt2","chr7",91519413,91521412,"-"
"11865","Arntl","chr7",120348979,120350978,"+"
"11867","Arpc1b","chr5",145873125,145875124,"+"
"11870","Art1","chr7",109248257,109250256,"+"
"11871","Art2a-ps","chr7",108709380,108711379,"-"
"11872","Art2b","chr7",108729676,108731675,"-"
"11875","Art5","chr7",109248106,109250105,"-"
"11876","Artn","chr4",117600976,117602975,"-"
"11877","Arvcf","chr16",18346367,18348366,"+"
"11878","Arx","chrX",90529861,90531860,"+"
"11881","Arsb","chr13",94539634,94541633,"+"
"11883","Arsa","chr15",89307856,89309855,"-"
"11886","Asah1","chr8",42435392,42437391,"-"
"11889","Asgr1","chr11",69865871,69867870,"+"
"11890","Asgr2","chr11",69904146,69906145,"+"
"11891","Rab27a","chr9",72890672,72892671,"+"
"11898","Ass1","chr2",31323790,31325789,"+"
"11899","Astn1","chr1",160290471,160292470,"+"
"11905","Serpinc1","chr1",162906737,162908736,"+"
"11906","Zfhx3","chr8",111236544,111238543,"+"
"11907","Ate1","chr7",137663054,137665053,"-"
"11908","Atf1","chr15",100056290,100058289,"+"
"11909","Atf2","chr2",73668027,73670026,"-"
"11910","Atf3","chr1",193007213,193009212,"-"
"11911","Atf4","chr15",80083614,80085613,"+"
"11920","Atm","chr9",53342072,53344071,"-"
"11921","Atoh1","chr6",64677140,64679139,"+"
"11922","Neurod6","chr6",55631258,55633257,"-"
"11923","Neurod4","chr10",129717297,129719296,"-"
"11924","Neurog2","chr3",127334063,127336062,"+"
"11925","Neurog3","chr10",61593838,61595837,"+"
"11927","Atox1","chr11",55274641,55276640,"-"
"11928","Atp1a1","chr3",101408581,101410580,"-"
"11931","Atp1b1","chr1",166388487,166390486,"-"
"11932","Atp1b2","chr11",69419463,69421462,"-"
"11933","Atp1b3","chr9",96264719,96266718,"-"
"11936","Fxyd2","chr9",45205792,45207791,"+"
"11937","Atp2a1","chr7",133606588,133608587,"-"
"11938","Atp2a2","chr5",122952235,122954234,"-"
"11941","Atp2b2","chr6",113841371,113843370,"-"
"11944","Atp4a","chr7",31495251,31497250,"+"
"11945","Atp4b","chr8",13396779,13398778,"-"
"11946","Atp5a1","chr18",78010507,78012506,"+"
"11947","Atp5b","chr10",127518363,127520362,"+"
"11949","Atp5c1","chr2",10002138,10004137,"-"
"11950","Atp5f1","chr3",105762477,105764476,"-"
"11951","Atp5g1","chr11",95936946,95938945,"-"
"11957","Atp5j","chr16",84835247,84837246,"-"
"11958","Atp5k","chr5",108863398,108865397,"-"
"11964","Atp6v1a","chr16",44139133,44141132,"-"
"11966","Atp6v1b2","chr8",71610635,71612634,"+"
"11972","Atp6v0d1","chr8",108089941,108091940,"-"
"11973","Atp6v1e1","chr6",120772704,120774703,"-"
"11974","Atp6v0e","chr17",26811341,26813340,"+"
"11975","Atp6v0a1","chr11",100868769,100870768,"+"
"11977","Atp7a","chrX",103220615,103222614,"+"
"11979","Atp7b","chr8",23170547,23172546,"-"
"11980","Atp8a1","chr5",68238671,68240670,"-"
"11981","Atp9a","chr2",168559745,168561744,"-"
"11982","Atp10a","chr7",65911572,65913571,"+"
"11983","Atpif1","chr4",132089851,132091850,"-"
"11984","Atp6v0c","chr17",24306375,24308374,"-"
"11987","Slc7a1","chr5",149211481,149213480,"-"
"11988","Slc7a2","chr8",41945721,41947720,"+"
"11989","Slc7a3","chrX",98280692,98282691,"-"
"11990","Atrn","chr2",130730232,130732231,"+"
"11991","Hnrnpd","chr5",100407958,100409957,"-"
"11992","Auh","chr13",53025047,53027046,"-"
"11993","Aup1","chr6",83002647,83004646,"+"
"11994","Pcdh15","chr10",72560090,72562089,"+"
"11997","Akr1b7","chr6",34360362,34362361,"+"
"11998","Avp","chr2",130408278,130410277,"-"
"12000","Avpr2","chrX",71135181,71137180,"+"
"12005","Axin1","chr17",26273631,26275630,"+"
"12006","Axin2","chr11",108779663,108781662,"+"
"12007","Azgp1","chr5",138420749,138422748,"+"
"12009","Cep131","chr11",119948142,119950141,"-"
"12010","B2m","chr2",121971423,121973422,"+"
"12012","Baat","chr4",49519431,49521430,"-"
"12013","Bach1","chr16",87697199,87699198,"+"
"12014","Bach2","chr4",32323925,32325924,"+"
"12015","Bad","chr19",7014345,7016344,"+"
"12017","Bag1","chr4",40895328,40897327,"-"
"12018","Bak1","chr17",27165572,27167571,"-"
"12020","Nkx3-2","chr5",42155460,42157459,"-"
"12021","Bard1","chr1",71149547,71151546,"-"
"12022","Barx1","chr13",48756405,48758404,"+"
"12023","Barx2","chr9",31720871,31722870,"-"
"12028","Bax","chr7",52722146,52724145,"-"
"12029","Bcl6b","chr11",70043301,70045300,"-"
"12031","Bc1-ps1","chr7",100808950,100810949,"-"
"12032","Bcan","chr3",87804279,87806278,"-"
"12033","Bcap29","chr12",32319463,32321462,"-"
"12034","Phb2","chr6",124660307,124662306,"+"
"12035","Bcat1","chr6",144997333,144999332,"-"
"12036","Bcat2","chr7",52823733,52825732,"+"
"12038","Bche","chr3",73506031,73508030,"-"
"12039","Bckdha","chr7",26443781,26445780,"-"
"12040","Bckdhb","chr9",83816759,83818758,"+"
"12041","Bckdk","chr7",135045587,135047586,"+"
"12042","Bcl10","chr3",145583768,145585767,"+"
"12043","Bcl2","chr1",108610868,108612867,"-"
"12044","Bcl2a1a","chr9",88849758,88851757,"+"
"12045","Bcl2a1b","chr9",89092111,89094110,"+"
"12046","Bcl2a1c","chr9",114237253,114239252,"+"
"12047","Bcl2a1d","chr9",88626689,88628688,"-"
"12048","Bcl2l1","chr2",152655727,152657726,"-"
"12049","Bcl2l10","chr9",75193565,75195564,"+"
"12050","Bcl2l2","chr14",55500262,55502261,"+"
"12051","Bcl3","chr7",20396484,20398483,"-"
"12053","Bcl6","chr16",23988699,23990698,"-"
"12054","Bcl7b","chr5",135642242,135644241,"+"
"12055","Bcl7c","chr7",134852281,134854280,"-"
"12057","Opn1sw","chr6",29330514,29332513,"-"
"12061","Bdkrb1","chr12",106840301,106842300,"+"
"12062","Bdkrb2","chr12",106799382,106801381,"+"
"12064","Bdnf","chr2",109512857,109514856,"+"
"12068","Bet1","chr6",4036928,4038927,"-"
"12069","Bex2","chrX",132602776,132604775,"-"
"12070","Ngfrap1","chrX",132802792,132804791,"+"
"12075","Bfsp1","chr2",143688910,143690909,"-"
"12091","Glb1","chr9",114308213,114310212,"+"
"12095","Bglap3","chr3",88173643,88175642,"-"
"12096","Bglap","chr3",88188387,88190386,"-"
"12097","Bglap2","chr3",88182622,88184621,"-"
"121021","Cspg4","chr9",56710911,56712910,"+"
"121022","Mrps6","chr16",92056567,92058566,"+"
